tsne_1,tsne_2,temp_zscore
37.54766,11.4446945,1.5160643
31.7031,-5.8975487,0.20579305
-43.733543,-5.6061416,0.48656544
2.8993797,13.782441,-0.54293334
-25.233217,-6.148658,-1.0108874
-50.302147,0.95197517,-0.82370573
38.35787,15.757446,1.9840182
38.19814,16.74792,0.29938385
12.58486,-16.997179,1.0481102
-23.659578,-5.4321146,1.0481102
30.871048,-8.332568,-1.3852506
-48.73422,-0.8942612,-0.5897288
7.9957,-12.962275,-0.9172965
12.355951,-16.853628,0.86092865
22.057787,-16.28904,1.609655
-7.030265,17.108917,0.95451945
5.925692,6.603163,-0.54293334
-17.203733,8.980644,0.76733786
-17.794626,6.685893,0.11220226
-20.788229,0.806467,0.86092865
35.90482,4.517053,1.0481102
-33.25487,-10.205903,0.29938385
27.140854,-12.0457115,0.48656544
36.474564,6.673693,0.48656544
-51.133816,1.5635492,-0.26216096
37.449528,9.960289,-0.07497935
-16.824522,9.9521055,0.67374706
-46.17069,-3.370066,0.86092865
6.351248,-8.2563925,-1.0108874
-9.757978,18.047953,-1.0108874
15.747139,-17.704668,1.0481102
5.8524785,13.851619,-1.0108874
-14.523846,12.934762,0.86092865
-10.289373,16.649078,-0.07497935
-37.65285,-9.250908,-0.16857015
30.033636,-9.355987,-1.198069
8.2295065,-13.390822,-1.0108874
-6.117566,18.476904,-0.54293334
33.731262,-2.2093146,1.2352918
-24.341393,-6.8042808,1.5160643
36.305904,6.0880594,0.29938385
-18.830505,6.7843537,-1.0108874
-50.649464,1.762687,-1.0108874
-21.676788,-0.9160491,0.86092865
5.3187437,4.893369,0.67374706
-47.641335,-1.3834323,-1.0108874
-7.740262,16.103003,1.7968366
37.655373,13.580397,0.11220226
-17.310947,8.7841425,0.48656544
37.561665,12.504342,0.86092865
26.134233,-13.367342,0.86092865
4.628718,13.240161,1.0481102
6.4657173,-8.360622,-1.0108874
-5.904577,18.53003,-0.54293334
5.039638,3.9288807,-1.3852506
8.820674,-14.4818125,-1.0108874
-21.394924,-1.0219942,0.48656544
3.481402,12.567717,-0.54293334
36.50872,7.978542,1.7968366
-38.616833,-9.937954,-2.4709039
-32.631626,-10.158206,0.48656544
6.548662,-10.101149,0.11220226
-24.025639,-5.0274415,0.29938385
4.6880183,0.96642077,-0.54293334
-30.951101,-10.37724,-2.4709039
23.598145,-15.430984,0.48656544
37.574074,13.051978,0.11220226
6.7022185,-2.4743042,-1.0108874
5.615219,-2.6979616,1.0481102
-16.656868,11.234181,1.7968366
16.98656,-18.102707,-0.26216096
29.202938,-10.214392,-0.63652414
0.18818133,15.970873,-0.54293334
16.244421,-18.387762,-0.63652414
27.694157,-11.401739,0.48656544
-3.800393,16.866457,-0.07497935
-28.261442,-9.395199,-2.3211586
33.524216,-1.8361413,-0.54293334
5.703101,-6.36129,-0.07497935
1.1980811,15.134727,-0.54293334
34.525112,-0.45383707,0.86092865
-19.473698,4.004865,1.2352918
4.6094465,-0.39018238,-0.54293334
5.987694,0.31131005,0.20579305
-19.427887,3.3918421,-0.35575175
-4.411882,17.145327,0.86092865
-35.005505,-10.148264,0.67374706
-52.868958,4.776018,-1.0108874
-38.600685,-9.426413,0.48656544
29.958132,-8.72501,1.4224734
-4.725388,17.026089,0.86092865
5.7845697,7.480601,-0.54293334
36.824825,9.092009,1.9840182
31.335049,-6.479008,0.11220226
0.19860746,15.956596,-0.54293334
-0.55622816,16.658659,-0.54293334
5.40246,2.639009,-1.7596138
-23.296532,-4.760145,0.86092865
-44.52166,-5.0932164,-0.26216096
-45.66866,-3.8552253,-1.0108874
25.544239,-14.287071,-0.87050116
-39.09613,-8.764702,-0.54293334
-25.165417,-7.6528654,1.7968366
3.5183425,12.1466675,-0.54293334
-50.924366,2.1829493,-2.133977
10.21717,-15.2482,0.86092865
7.505714,-11.8144245,0.11220226
4.505481,-4.163411,-0.54293334
25.443586,-14.442542,-1.0108874
1.2755789,15.036627,-0.54293334
14.239342,-17.799469,1.2352918
35.514553,2.5111258,0.86092865
35.90392,4.5367866,-0.44934255
-34.244442,-10.2191925,-1.1044781
-37.74447,-10.212528,-2.4709039
